X1 X2 Y
0.539803093764931 -0.106575493235141 1
0.425679467152804 -0.455976203549653 1
-0.393279599957168 0.610463425982744 1
0.236472721211612 0.248491045553237 0
-0.899032519664615 0.660384830087423 0
-0.913562391418964 0.87071173870936 0
0.64035241259262 0.549698062706739 1
-0.980771007481962 0.0658194189891219 0
-0.795016992837191 0.0241151414811611 1
0.217144397087395 -0.206271042581648 0
0.539636091794819 -0.593665836378932 1
0.321084941737354 0.525058090221137 1
-0.56615132605657 0.814948421902955 0
-0.609965006355196 0.256016112398356 1
0.389455188531429 -0.251405740622431 1
0.27090594638139 -0.737001940142363 1
-0.86375974630937 0.896807913668454 0
0.400629724841565 -0.6636544293724 1
-0.250409452710301 -0.488071554806083 1
-0.0618114969693124 0.982028019614518 0
-0.188049946911633 0.131874308921397 0
0.162996261380613 0.161596272140741 0
0.894471576437354 -0.886887323576957 0
-0.657961572520435 0.0330539401620626 1
-0.736262597609311 -0.686236672103405 0
-0.977934569586068 -0.14284188952297 0
0.185017180629075 0.117448603268713 0
0.896617816761136 -0.903121060691774 0
0.248112538363785 -0.211576624773443 0
-0.088760903570801 0.929919282440096 0
0.289190102368593 -0.731327103450894 1
-0.981493386439979 -0.160216247662902 0
0.619832974392921 -0.239230724982917 1
-0.65939641231671 0.540172081440687 1
-0.922993165906519 0.776321546640247 0
-0.828095893375576 0.508242403622717 0
-0.256427730433643 -0.214082698803395 0
-0.107479102443904 0.932660819496959 0
-0.976378193125129 -0.104385527316481 0
0.565278620459139 0.671545014716685 1
0.224785241298378 0.828246248420328 1
-0.485492284409702 0.373977480456233 1
0.667169617023319 0.109308088663965 1
0.342308463063091 0.894290149677545 0
0.614225963596255 -0.501100512687117 1
-0.010259697213769 0.742809596471488 1
0.831838375423104 0.627060144674033 0
0.861024842597544 -0.315711161587387 0
-0.581058817449957 -0.326268826145679 1
-0.601406876929104 -0.843400043435395 0
-0.391456184908748 -0.0415118234232068 0
-0.825319510884583 0.356085535604507 0
-0.928764269687235 -0.674182242713869 0
-0.307122580707073 -0.313815442845225 1
0.0324091105721891 -0.467997369822115 1
-0.253472063690424 0.487778034526855 1
0.991611432284117 -0.833832066506147 0
0.832378949504346 0.253430940676481 1
-0.893905508331954 -0.735882071778178 0
-0.900593941565603 0.197263735812157 0
-0.649984525050968 0.96927696140483 0
-0.567693183198571 -0.158414375036955 1
0.471557728480548 -0.813350742217153 0
-0.383271577768028 0.672738674562424 1
0.553199557587504 0.176975859329104 1
0.966844781301916 0.824870774056762 0
-0.391084949485958 -0.674329167231917 1
-0.830682763829827 0.848116246517748 0
0.683611729182303 -0.611355005763471 0
0.191272657364607 0.204347786493599 0
-0.298570991493762 0.949064876418561 0
-0.732084055896848 0.895746352616698 0
-0.366735624615103 -0.889844166580588 0
-0.690169479232281 0.180363799445331 1
0.200664896517992 0.373713383916765 1
0.987875003367662 0.476024298928678 0
-0.755369950085878 -0.710095283575356 0
0.0314744343049824 0.0466397372074425 0
-0.338569760788232 -0.423748577479273 1
0.520215400494635 -0.243747498840094 1
